"created_date","conta","perfil","mes","lead_type","qt_leads_diario","qt_mql_diario","qt_sal_diario","qt_email_diario","ultimo_horario_conversao_dia","conversao_lead_para_mql_diario","conversao_mql_para_sal_diario","mtd_leads","mtd_mql","mtd_sal","meta_lead_mensal","meta_mql_mensal","meta_sal_mensal","meta_lead_diaria","meta_mql_diaria","meta_sal_diaria"
2018-11-23,Portugal,C,11,MQL,1,0,0,1,2018-11-23 13:35:37.000,0.00,0.00,10932,1682,584,98,18,5,3,0,0
2018-11-23,Portugal,D,11,MQL,1,0,0,1,2018-11-23 13:01:38.000,0.00,0.00,10932,1682,584,156,3,1,5,0,0
2018-11-24,Brasil,A,11,MQL,9,4,0,9,2018-11-27 07:14:53.000,0.44,0.00,11017,1694,586,2045,636,234,68,21,7
2018-11-24,Brasil,B,11,MQL,8,3,1,8,2018-11-28 16:28:07.000,0.38,0.33,11017,1694,586,2726,763,281,90,25,9
2018-11-24,Brasil,C,11,MQL,3,2,0,3,2018-11-27 05:48:29.000,0.67,0.00,11017,1694,586,3408,1018,375,113,33,12
2018-11-24,Brasil,D,11,HR,1,0,0,1,2018-11-26 14:06:12.000,0.00,0.00,11017,1694,586,5452,128,47,181,4,1
2018-11-24,Brasil,D,11,MQL,28,0,0,28,2018-11-30 19:28:30.000,0.00,0.00,11017,1694,586,5452,128,47,181,4,1
2018-11-24,Latam,A,11,MQL,2,0,0,2,2018-11-29 09:18:54.000,0.00,0.00,11017,1694,586,902,157,81,30,5,2
2018-11-24,Latam,B,11,MQL,4,2,0,4,2018-11-29 22:05:10.000,0.50,0.00,11017,1694,586,1203,188,97,40,6,3
2018-11-24,Latam,C,11,MQL,3,1,1,3,2018-11-29 14:26:53.000,0.33,1.00,11017,1694,586,1503,250,129,50,8,4
2018-11-24,Latam,D,11,MQL,21,0,0,21,2018-11-30 10:10:56.000,0.00,0.00,11017,1694,586,2405,32,17,80,1,0
2018-11-24,Partners,B,11,MQL,1,0,0,1,2018-11-24 11:39:22.000,0.00,0.00,11017,1694,586,649,24,9,21,0,0
2018-11-24,Partners,C,11,MQL,1,0,0,1,2018-11-24 12:04:17.000,0.00,0.00,11017,1694,586,811,32,12,27,1,0
2018-11-24,Partners,D,11,MQL,4,0,0,4,2018-11-30 06:27:22.000,0.00,0.00,11017,1694,586,1298,4,2,43,0,0
2018-11-25,Brasil,A,11,MQL,5,2,0,5,2018-11-27 15:30:04.000,0.40,0.00,11093,1703,590,2045,636,234,68,21,7
2018-11-25,Brasil,B,11,MQL,7,4,2,7,2018-11-29 05:20:43.000,0.57,0.50,11093,1703,590,2726,763,281,90,25,9
2018-11-25,Brasil,C,11,MQL,4,2,1,4,2018-11-27 06:59:20.000,0.50,0.50,11093,1703,590,3408,1018,375,113,33,12
2018-11-25,Brasil,D,11,MQL,40,0,0,40,2018-11-29 08:43:23.000,0.00,0.00,11093,1703,590,5452,128,47,181,4,1
2018-11-25,Latam,B,11,MQL,5,1,1,5,2018-11-26 09:10:26.000,0.20,1.00,11093,1703,590,1203,188,97,40,6,3
2018-11-25,Latam,D,11,HR,1,0,0,1,2018-11-26 07:06:04.000,0.00,0.00,11093,1703,590,2405,32,17,80,1,0
2018-11-25,Latam,D,11,MQL,11,0,0,11,2018-11-30 03:24:15.000,0.00,0.00,11093,1703,590,2405,32,17,80,1,0
2018-11-25,Partners,C,11,MQL,1,0,0,1,2018-11-25 17:27:48.000,0.00,0.00,11093,1703,590,811,32,12,27,1,0
2018-11-25,Partners,D,11,MQL,2,0,0,2,2018-11-30 06:02:29.000,0.00,0.00,11093,1703,590,1298,4,2,43,0,0
2018-11-26,Brasil,A,11,MQL,24,11,1,24,2018-11-29 11:18:26.000,0.46,0.09,11324,1740,600,2045,636,234,68,21,7
2018-11-26,Brasil,B,11,MQL,35,9,3,35,2018-11-30 07:44:22.000,0.26,0.33,11324,1740,600,2726,763,281,90,25,9
2018-11-26,Brasil,C,11,MQL,28,15,5,28,2018-11-30 07:47:21.000,0.54,0.33,11324,1740,600,3408,1018,375,113,33,12
2018-11-26,Brasil,D,11,MQL,92,0,0,92,2018-11-30 05:39:45.000,0.00,0.00,11324,1740,600,5452,128,47,181,4,1
2018-11-26,Latam,B,11,MQL,1,0,0,1,2018-11-26 08:33:10.000,0.00,0.00,11324,1740,600,1203,188,97,40,6,3
2018-11-26,Latam,C,11,HR,1,0,0,1,2018-11-26 15:13:55.000,0.00,0.00,11324,1740,600,1503,250,129,50,8,4
2018-11-26,Latam,C,11,MQL,3,1,1,3,2018-11-29 17:37:54.000,0.33,1.00,11324,1740,600,1503,250,129,50,8,4
2018-11-26,Latam,D,11,HR,1,0,0,1,2018-11-26 13:42:17.000,0.00,0.00,11324,1740,600,2405,32,17,80,1,0
2018-11-26,Latam,D,11,MQL,21,1,0,21,2018-11-30 16:27:05.000,0.05,0.00,11324,1740,600,2405,32,17,80,1,0
2018-11-26,Partners,A,11,MQL,3,0,0,3,2018-11-26 13:18:34.000,0.00,0.00,11324,1740,600,487,20,8,16,0,0
2018-11-26,Partners,B,11,MQL,5,0,0,5,2018-11-27 11:28:58.000,0.00,0.00,11324,1740,600,649,24,9,21,0,0
2018-11-26,Partners,C,11,MQL,3,0,0,3,2018-11-30 11:42:20.000,0.00,0.00,11324,1740,600,811,32,12,27,1,0
2018-11-26,Partners,D,11,MQL,11,0,0,11,2018-11-29 12:33:14.000,0.00,0.00,11324,1740,600,1298,4,2,43,0,0
2018-11-26,Portugal,C,11,MQL,1,0,0,1,2018-11-26 08:03:48.000,0.00,0.00,11324,1740,600,98,18,5,3,0,0
2018-11-26,Portugal,D,11,MQL,2,0,0,2,2018-11-28 15:08:28.000,0.00,0.00,11324,1740,600,156,3,1,5,0,0
2018-11-27,Brasil,A,11,MQL,58,16,4,58,2018-11-30 07:17:13.000,0.28,0.25,12067,1830,638,2045,636,234,68,21,7
2018-11-27,Brasil,B,11,HR,1,1,0,1,2018-11-28 10:20:20.000,1.00,0.00,12067,1830,638,2726,763,281,90,25,9
2018-11-27,Brasil,B,11,MQL,87,34,15,87,2018-11-30 20:10:02.000,0.39,0.44,12067,1830,638,2726,763,281,90,25,9
2018-11-27,Brasil,C,11,MQL,54,28,12,54,2018-11-30 08:07:28.000,0.52,0.43,12067,1830,638,3408,1018,375,113,33,12
2018-11-27,Brasil,D,11,MQL,254,0,0,254,2018-11-30 20:02:34.000,0.00,0.00,12067,1830,638,5452,128,47,181,4,1
2018-11-27,Latam,A,11,MQL,11,3,3,11,2018-11-29 10:38:37.000,0.27,1.00,12067,1830,638,902,157,81,30,5,2
2018-11-27,Latam,B,11,MQL,23,3,1,23,2018-11-29 17:58:55.000,0.13,0.33,12067,1830,638,1203,188,97,40,6,3
2018-11-27,Latam,C,11,MQL,21,1,0,21,2018-11-27 18:37:35.000,0.05,0.00,12067,1830,638,1503,250,129,50,8,4
2018-11-27,Latam,D,11,MQL,149,3,2,149,2018-11-30 03:37:28.000,0.02,0.67,12067,1830,638,2405,32,17,80,1,0
2018-11-27,Partners,A,11,MQL,2,0,0,2,2018-11-27 11:46:01.000,0.00,0.00,12067,1830,638,487,20,8,16,0,0
2018-11-27,Partners,B,11,MQL,11,0,0,11,2018-11-29 12:44:58.000,0.00,0.00,12067,1830,638,649,24,9,21,0,0
2018-11-27,Partners,C,11,MQL,3,0,0,3,2018-11-27 13:22:20.000,0.00,0.00,12067,1830,638,811,32,12,27,1,0
2018-11-27,Partners,D,11,MQL,19,0,0,19,2018-11-29 10:26:50.000,0.00,0.00,12067,1830,638,1298,4,2,43,0,0
2018-11-27,Portugal,A,11,MQL,9,0,0,9,2018-11-27 06:23:38.000,0.00,0.00,12067,1830,638,59,11,3,1,0,0
2018-11-27,Portugal,B,11,MQL,13,1,1,13,2018-11-27 13:51:31.000,0.08,1.00,12067,1830,638,78,13,4,2,0,0
2018-11-27,Portugal,C,11,MQL,5,0,0,5,2018-11-27 10:09:56.000,0.00,0.00,12067,1830,638,98,18,5,3,0,0
2018-11-27,Portugal,D,11,MQL,23,0,0,23,2018-11-27 15:19:42.000,0.00,0.00,12067,1830,638,156,3,1,5,0,0
2018-11-28,Brasil,A,11,MQL,24,6,1,24,2018-11-29 22:09:09.000,0.25,0.17,12355,1865,647,2045,636,234,68,21,7
2018-11-28,Brasil,B,11,MQL,23,7,2,23,2018-11-29 10:37:11.000,0.30,0.29,12355,1865,647,2726,763,281,90,25,9
2018-11-28,Brasil,C,11,MQL,23,12,1,23,2018-11-30 16:09:16.000,0.52,0.08,12355,1865,647,3408,1018,375,113,33,12
2018-11-28,Brasil,D,11,MQL,94,0,0,94,2018-11-30 08:13:45.000,0.00,0.00,12355,1865,647,5452,128,47,181,4,1
2018-11-28,Latam,A,11,MQL,10,3,2,10,2018-11-29 15:58:29.000,0.30,0.67,12355,1865,647,902,157,81,30,5,2
2018-11-28,Latam,B,11,HR,2,1,1,2,2018-11-30 09:03:42.000,0.50,1.00,12355,1865,647,1203,188,97,40,6,3
2018-11-28,Latam,B,11,MQL,15,2,0,15,2018-11-29 18:28:15.000,0.13,0.00,12355,1865,647,1203,188,97,40,6,3
2018-11-28,Latam,C,11,HR,1,1,1,1,2018-11-30 14:41:04.000,1.00,1.00,12355,1865,647,1503,250,129,50,8,4
2018-11-28,Latam,C,11,MQL,9,3,1,9,2018-11-29 13:01:18.000,0.33,0.33,12355,1865,647,1503,250,129,50,8,4
2018-11-28,Latam,D,11,MQL,53,0,0,53,2018-11-30 16:22:50.000,0.00,0.00,12355,1865,647,2405,32,17,80,1,0
2018-11-28,Partners,A,11,MQL,2,0,0,2,2018-11-28 17:06:24.000,0.00,0.00,12355,1865,647,487,20,8,16,0,0
2018-11-28,Partners,B,11,MQL,2,0,0,2,2018-11-28 13:26:06.000,0.00,0.00,12355,1865,647,649,24,9,21,0,0
2018-11-28,Partners,C,11,MQL,7,0,0,7,2018-11-28 20:55:09.000,0.00,0.00,12355,1865,647,811,32,12,27,1,0
2018-11-28,Partners,D,11,MQL,19,0,0,19,2018-11-30 09:18:18.000,0.00,0.00,12355,1865,647,1298,4,2,43,0,0
2018-11-28,Portugal,B,11,MQL,1,0,0,1,2018-11-28 11:40:24.000,0.00,0.00,12355,1865,647,78,13,4,2,0,0
2018-11-28,Portugal,C,11,MQL,2,0,0,2,2018-11-28 10:50:46.000,0.00,0.00,12355,1865,647,98,18,5,3,0,0
2018-11-28,Portugal,D,11,MQL,1,0,0,1,2018-11-28 12:05:48.000,0.00,0.00,12355,1865,647,156,3,1,5,0,0
2018-11-29,Brasil,A,11,MQL,96,33,8,96,2018-11-30 14:47:33.000,0.34,0.24,13153,2006,700,2045,636,234,68,21,7
2018-11-29,Brasil,B,11,HR,1,0,0,1,2018-11-29 08:55:57.000,0.00,0.00,13153,2006,700,2726,763,281,90,25,9
2018-11-29,Brasil,B,11,MQL,92,44,18,92,2018-11-29 21:54:59.000,0.48,0.41,13153,2006,700,2726,763,281,90,25,9
2018-11-29,Brasil,C,11,MQL,59,31,9,59,2018-11-30 07:48:27.000,0.53,0.29,13153,2006,700,3408,1018,375,113,33,12
2018-11-29,Brasil,D,11,MQL,272,0,0,272,2018-11-30 18:39:57.000,0.00,0.00,13153,2006,700,5452,128,47,181,4,1
2018-11-29,Latam,A,11,HR,1,1,1,1,2018-11-29 13:02:12.000,1.00,1.00,13153,2006,700,902,157,81,30,5,2
2018-11-29,Latam,A,11,MQL,20,6,5,20,2018-11-29 18:28:26.000,0.30,0.83,13153,2006,700,902,157,81,30,5,2
2018-11-29,Latam,B,11,HR,1,1,0,1,2018-11-29 20:52:35.000,1.00,0.00,13153,2006,700,1203,188,97,40,6,3
2018-11-29,Latam,B,11,MQL,39,16,8,39,2018-11-30 16:49:30.000,0.41,0.50,13153,2006,700,1203,188,97,40,6,3
2018-11-29,Latam,C,11,MQL,33,5,3,33,2018-11-29 20:08:13.000,0.15,0.60,13153,2006,700,1503,250,129,50,8,4
2018-11-29,Latam,D,11,MQL,133,3,0,133,2018-11-29 22:25:59.000,0.02,0.00,13153,2006,700,2405,32,17,80,1,0
2018-11-29,Partners,A,11,MQL,4,0,0,4,2018-11-29 14:43:45.000,0.00,0.00,13153,2006,700,487,20,8,16,0,0
2018-11-29,Partners,B,11,MQL,10,0,0,10,2018-11-29 19:36:13.000,0.00,0.00,13153,2006,700,649,24,9,21,0,0
2018-11-29,Partners,C,11,MQL,9,0,0,9,2018-11-30 05:20:02.000,0.00,0.00,13153,2006,700,811,32,12,27,1,0
2018-11-29,Partners,D,11,MQL,21,1,1,21,2018-11-30 12:52:57.000,0.05,1.00,13153,2006,700,1298,4,2,43,0,0
2018-11-29,Portugal,B,11,MQL,4,0,0,4,2018-11-29 10:07:26.000,0.00,0.00,13153,2006,700,78,13,4,2,0,0
2018-11-29,Portugal,D,11,MQL,3,0,0,3,2018-11-29 11:30:15.000,0.00,0.00,13153,2006,700,156,3,1,5,0,0
2018-11-30,Brasil,A,11,MQL,16,4,0,16,2018-11-30 21:22:54.000,0.25,0.00,13375,2038,713,2045,636,234,68,21,7
2018-11-30,Brasil,B,11,MQL,25,11,6,25,2018-12-05 05:29:43.000,0.44,0.55,13375,2038,713,2726,763,281,90,25,9
2018-11-30,Brasil,C,11,MQL,18,7,2,18,2018-11-30 14:47:29.000,0.39,0.29,13375,2038,713,3408,1018,375,113,33,12
2018-11-30,Brasil,D,11,MQL,74,1,0,74,2018-12-06 10:12:48.000,0.01,0.00,13375,2038,713,5452,128,47,181,4,1
2018-11-30,Latam,A,11,MQL,6,3,1,6,2018-12-11 22:43:44.000,0.50,0.33,13375,2038,713,902,157,81,30,5,2
2018-11-30,Latam,B,11,MQL,6,1,1,6,2018-11-30 18:58:49.000,0.17,1.00,13375,2038,713,1203,188,97,40,6,3
2018-11-30,Latam,C,11,MQL,7,2,1,7,2018-11-30 16:04:21.000,0.29,0.50,13375,2038,713,1503,250,129,50,8,4
2018-11-30,Latam,D,11,MQL,44,2,2,44,2018-12-15 17:27:18.000,0.05,1.00,13375,2038,713,2405,32,17,80,1,0
2018-11-30,Partners,A,11,MQL,2,0,0,2,2018-11-30 11:13:56.000,0.00,0.00,13375,2038,713,487,20,8,16,0,0
2018-11-30,Partners,B,11,MQL,7,0,0,7,2018-11-30 18:26:22.000,0.00,0.00,13375,2038,713,649,24,9,21,0,0
2018-11-30,Partners,C,11,MQL,3,1,0,3,2018-11-30 08:42:51.000,0.33,0.00,13375,2038,713,811,32,12,27,1,0
2018-11-30,Partners,D,11,MQL,14,0,0,14,2018-12-14 21:00:00.000,0.00,0.00,13375,2038,713,1298,4,2,43,0,0
2018-12-01,Brasil,A,12,MQL,7,4,0,7,2018-12-14 13:00:08.000,0.57,0.00,167,24,5,1840,572,210,61,19,7
2018-12-01,Brasil,B,12,MQL,12,7,0,12,2018-12-15 02:31:31.000,0.58,0.00,167,24,5,2453,686,252,81,22,8
2018-12-01,Brasil,C,12,MQL,11,6,2,11,2018-12-14 21:00:00.000,0.55,0.33,167,24,5,3067,916,337,102,30,11
2018-12-01,Brasil,D,12,MQL,69,0,0,69,2018-12-14 21:00:00.000,0.00,0.00,167,24,5,4906,115,42,163,3,1
2018-12-01,Latam,A,12,MQL,4,2,1,4,2018-12-14 21:00:00.000,0.50,0.50,167,24,5,811,141,72,27,4,2
2018-12-01,Latam,B,12,HR,2,1,1,2,2018-12-13 12:11:02.000,0.50,1.00,167,24,5,1082,169,87,36,5,2
2018-12-01,Latam,B,12,MQL,4,1,1,4,2018-12-14 21:00:00.000,0.25,1.00,167,24,5,1082,169,87,36,5,2
2018-12-01,Latam,C,12,HR,1,0,0,1,2018-12-11 12:57:07.000,0.00,0.00,167,24,5,1352,225,116,45,7,3
2018-12-01,Latam,C,12,MQL,1,1,0,1,2018-12-10 10:07:42.000,1.00,0.00,167,24,5,1352,225,116,45,7,3
2018-12-01,Latam,D,12,HR,2,0,0,2,2018-12-14 21:00:00.000,0.00,0.00,167,24,5,2164,28,15,72,0,0
2018-12-01,Latam,D,12,MQL,32,2,0,32,2018-12-14 21:00:00.000,0.06,0.00,167,24,5,2164,28,15,72,0,0
2018-12-01,Partners,A,12,MQL,1,0,0,1,2018-12-04 11:06:48.000,0.00,0.00,167,24,5,438,18,7,14,0,0
2018-12-01,Partners,B,12,MQL,5,0,0,5,2018-12-13 08:49:19.000,0.00,0.00,167,24,5,584,21,8,19,0,0
2018-12-01,Partners,C,12,MQL,1,0,0,1,2018-12-05 06:54:49.000,0.00,0.00,167,24,5,729,28,10,24,0,0
2018-12-01,Partners,D,12,MQL,10,0,0,10,2018-12-09 05:51:10.000,0.00,0.00,167,24,5,1168,3,1,38,0,0
2018-12-01,Portugal,B,12,MQL,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,167,24,5,70,11,3,2,0,0
2018-12-01,Portugal,C,12,MQL,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,167,24,5,88,16,4,2,0,0
2018-12-01,Portugal,D,12,MQL,3,0,0,3,2018-12-04 07:15:13.000,0.00,0.00,167,24,5,140,2,0,4,0,0
2018-12-02,Brasil,A,12,MQL,14,8,1,14,2018-12-13 17:05:30.000,0.57,0.13,360,61,14,1840,572,210,61,19,7
2018-12-02,Brasil,B,12,MQL,20,14,6,20,2018-12-14 21:00:00.000,0.70,0.43,360,61,14,2453,686,252,81,22,8
2018-12-02,Brasil,C,12,MQL,7,6,1,7,2018-12-14 21:00:00.000,0.86,0.17,360,61,14,3067,916,337,102,30,11
2018-12-02,Brasil,D,12,HR,2,0,0,2,2018-12-14 21:00:00.000,0.00,0.00,360,61,14,4906,115,42,163,3,1
2018-12-02,Brasil,D,12,MQL,85,0,0,85,2018-12-14 21:00:00.000,0.00,0.00,360,61,14,4906,115,42,163,3,1
2018-12-02,Latam,A,12,MQL,1,1,0,1,2018-12-03 00:20:14.000,1.00,0.00,360,61,14,811,141,72,27,4,2
2018-12-02,Latam,B,12,MQL,4,0,0,4,2018-12-05 16:47:10.000,0.00,0.00,360,61,14,1082,169,87,36,5,2
2018-12-02,Latam,C,12,MQL,2,1,1,2,2018-12-14 21:00:00.000,0.50,1.00,360,61,14,1352,225,116,45,7,3
2018-12-02,Latam,D,12,HR,4,0,0,4,2018-12-14 21:00:00.000,0.00,0.00,360,61,14,2164,28,15,72,0,0
2018-12-02,Latam,D,12,MQL,31,4,0,31,2018-12-14 21:00:00.000,0.13,0.00,360,61,14,2164,28,15,72,0,0
2018-12-02,Partners,A,12,MQL,2,0,0,2,2018-12-02 13:06:49.000,0.00,0.00,360,61,14,438,18,7,14,0,0
2018-12-02,Partners,C,12,MQL,2,2,0,2,2018-12-11 15:16:44.000,1.00,0.00,360,61,14,729,28,10,24,0,0
2018-12-02,Partners,D,12,MQL,14,0,0,14,2018-12-15 12:38:20.000,0.00,0.00,360,61,14,1168,3,1,38,0,0
2018-12-02,Portugal,B,12,MQL,2,1,0,2,2018-12-14 21:00:00.000,0.50,0.00,360,61,14,70,11,3,2,0,0
2018-12-02,Portugal,C,12,MQL,2,0,0,2,2018-12-14 21:00:00.000,0.00,0.00,360,61,14,88,16,4,2,0,0
2018-12-02,Portugal,D,12,MQL,1,0,0,1,2018-12-02 07:00:27.000,0.00,0.00,360,61,14,140,2,0,4,0,0
2018-12-03,Brasil,A,12,MQL,50,18,3,50,2018-12-14 21:00:00.000,0.36,0.17,867,139,39,1840,572,210,61,19,7
2018-12-03,Brasil,B,12,MQL,70,28,11,70,2018-12-14 21:00:00.000,0.40,0.39,867,139,39,2453,686,252,81,22,8
2018-12-03,Brasil,C,12,MQL,38,17,9,38,2018-12-14 21:00:00.000,0.45,0.53,867,139,39,3067,916,337,102,30,11
2018-12-03,Brasil,D,12,MQL,205,3,0,205,2018-12-15 17:37:14.000,0.01,0.00,867,139,39,4906,115,42,163,3,1
2018-12-03,Latam,A,12,HR,1,0,0,1,2018-12-15 08:29:11.000,0.00,0.00,867,139,39,811,141,72,27,4,2
2018-12-03,Latam,A,12,MQL,7,1,0,7,2018-12-14 21:00:00.000,0.14,0.00,867,139,39,811,141,72,27,4,2
2018-12-03,Latam,B,12,MQL,12,3,0,12,2018-12-14 21:00:00.000,0.25,0.00,867,139,39,1082,169,87,36,5,2
2018-12-03,Latam,C,12,MQL,10,3,1,10,2018-12-14 06:43:32.000,0.30,0.33,867,139,39,1352,225,116,45,7,3
2018-12-03,Latam,D,12,HR,4,0,0,4,2018-12-14 21:00:00.000,0.00,0.00,867,139,39,2164,28,15,72,0,0
2018-12-03,Latam,D,12,MQL,44,2,0,44,2018-12-14 21:00:00.000,0.05,0.00,867,139,39,2164,28,15,72,0,0
2018-12-03,Partners,A,12,MQL,7,0,0,7,2018-12-14 21:00:00.000,0.00,0.00,867,139,39,438,18,7,14,0,0
2018-12-03,Partners,B,12,MQL,15,3,1,15,2018-12-15 16:56:44.000,0.20,0.33,867,139,39,584,21,8,19,0,0
2018-12-03,Partners,C,12,MQL,5,0,0,5,2018-12-14 21:00:00.000,0.00,0.00,867,139,39,729,28,10,24,0,0
2018-12-03,Partners,D,12,MQL,33,0,0,33,2018-12-14 21:00:00.000,0.00,0.00,867,139,39,1168,3,1,38,0,0
2018-12-03,Portugal,A,12,MQL,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,867,139,39,53,9,2,1,0,0
2018-12-03,Portugal,B,12,MQL,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,867,139,39,70,11,3,2,0,0
2018-12-03,Portugal,C,12,MQL,1,0,0,1,2018-12-13 09:56:15.000,0.00,0.00,867,139,39,88,16,4,2,0,0
2018-12-03,Portugal,D,12,MQL,3,0,0,3,2018-12-14 21:00:00.000,0.00,0.00,867,139,39,140,2,0,4,0,0
2018-12-04,Brasil,A,12,HR,4,2,0,4,2018-12-15 19:05:32.000,0.50,0.00,2176,393,111,1840,572,210,61,19,7
2018-12-04,Brasil,A,12,MQL,157,66,10,157,2018-12-14 21:00:00.000,0.42,0.15,2176,393,111,1840,572,210,61,19,7
2018-12-04,Brasil,B,12,MQL,197,79,27,197,2018-12-15 05:29:03.000,0.40,0.34,2176,393,111,2453,686,252,81,22,8
2018-12-04,Brasil,C,12,MQL,103,45,12,103,2018-12-14 21:00:00.000,0.44,0.27,2176,393,111,3067,916,337,102,30,11
2018-12-04,Brasil,D,12,HR,5,0,0,5,2018-12-12 14:00:32.000,0.00,0.00,2176,393,111,4906,115,42,163,3,1
2018-12-04,Brasil,D,12,MQL,377,3,1,377,2018-12-15 17:08:13.000,0.01,0.33,2176,393,111,4906,115,42,163,3,1
2018-12-04,Latam,A,12,HR,1,1,0,1,2018-12-04 11:15:43.000,1.00,0.00,2176,393,111,811,141,72,27,4,2
2018-12-04,Latam,A,12,MQL,34,12,4,34,2018-12-14 21:00:00.000,0.35,0.33,2176,393,111,811,141,72,27,4,2
2018-12-04,Latam,B,12,HR,1,1,1,1,2018-12-14 21:00:00.000,1.00,1.00,2176,393,111,1082,169,87,36,5,2
2018-12-04,Latam,B,12,MQL,66,17,9,66,2018-12-14 21:00:00.000,0.26,0.53,2176,393,111,1082,169,87,36,5,2
2018-12-04,Latam,C,12,MQL,41,13,5,41,2018-12-15 10:40:46.000,0.32,0.38,2176,393,111,1352,225,116,45,7,3
2018-12-04,Latam,D,12,HR,5,2,0,5,2018-12-14 21:00:00.000,0.40,0.00,2176,393,111,2164,28,15,72,0,0
2018-12-04,Latam,D,12,MQL,174,5,1,174,2018-12-14 21:00:00.000,0.03,0.20,2176,393,111,2164,28,15,72,0,0
2018-12-04,Partners,A,12,MQL,15,0,0,15,2018-12-14 21:00:00.000,0.00,0.00,2176,393,111,438,18,7,14,0,0
2018-12-04,Partners,B,12,HR,1,0,0,1,2018-12-10 07:52:47.000,0.00,0.00,2176,393,111,584,21,8,19,0,0
2018-12-04,Partners,B,12,MQL,24,1,1,24,2018-12-14 21:00:00.000,0.04,1.00,2176,393,111,584,21,8,19,0,0
2018-12-04,Partners,C,12,HR,2,1,0,2,2018-12-14 07:01:05.000,0.50,0.00,2176,393,111,729,28,10,24,0,0
2018-12-04,Partners,C,12,MQL,17,1,0,17,2018-12-14 21:00:00.000,0.06,0.00,2176,393,111,729,28,10,24,0,0
2018-12-04,Partners,D,12,HR,4,1,0,4,2018-12-14 07:43:26.000,0.25,0.00,2176,393,111,1168,3,1,38,0,0
2018-12-04,Partners,D,12,MQL,41,2,1,41,2018-12-15 00:27:44.000,0.05,0.50,2176,393,111,1168,3,1,38,0,0
2018-12-04,Portugal,A,12,MQL,2,1,0,2,2018-12-14 21:00:00.000,0.50,0.00,2176,393,111,53,9,2,1,0,0
2018-12-04,Portugal,B,12,MQL,11,0,0,11,2018-12-14 21:00:00.000,0.00,0.00,2176,393,111,70,11,3,2,0,0
2018-12-04,Portugal,C,12,MQL,8,1,0,8,2018-12-14 21:00:00.000,0.13,0.00,2176,393,111,88,16,4,2,0,0
2018-12-04,Portugal,D,12,MQL,19,0,0,19,2018-12-14 21:00:00.000,0.00,0.00,2176,393,111,140,2,0,4,0,0
2018-12-05,Brasil,A,12,MQL,62,19,4,62,2018-12-14 21:00:00.000,0.31,0.21,3609,532,161,1840,572,210,61,19,7
2018-12-05,Brasil,B,12,Chat Online,1,1,0,1,2018-12-05 06:33:48.000,1.00,0.00,3609,532,161,2453,686,252,81,22,8
2018-12-05,Brasil,B,12,MQL,103,45,15,103,2018-12-15 07:30:31.000,0.44,0.33,3609,532,161,2453,686,252,81,22,8
2018-12-05,Brasil,C,12,MQL,63,30,14,63,2018-12-14 21:00:00.000,0.48,0.47,3609,532,161,3067,916,337,102,30,11
2018-12-05,Brasil,D,12,HR,1,0,0,1,2018-12-10 06:15:30.000,0.00,0.00,3609,532,161,4906,115,42,163,3,1
2018-12-05,Brasil,D,12,MQL,212,0,0,212,2018-12-14 21:00:00.000,0.00,0.00,3609,532,161,4906,115,42,163,3,1
2018-12-05,Latam,A,12,MQL,26,6,2,26,2018-12-14 21:00:00.000,0.23,0.33,3609,532,161,811,141,72,27,4,2
2018-12-05,Latam,B,12,HR,1,0,0,1,2018-12-14 21:00:00.000,0.00,0.00,3609,532,161,1082,169,87,36,5,2
2018-12-05,Latam,B,12,MQL,53,12,2,53,2018-12-15 11:57:42.000,0.23,0.17,3609,532,161,1082,169,87,36,5,2
2018-12-05,Latam,C,12,HR,1,1,0,1,2018-12-14 21:00:00.000,1.00,0.00,3609,532,161,1352,225,116,45,7,3
2018-12-05,Latam,C,12,MQL,38,8,6,38,2018-12-14 21:00:00.000,0.21,0.75,3609,532,161,1352,225,116,45,7,3
2018-12-05,Latam,D,12,HR,8,7,2,8,2018-12-14 21:00:00.000,0.88,0.29,3609,532,161,2164,28,15,72,0,0
2018-12-05,Latam,D,12,MQL,210,8,5,210,2018-12-14 21:00:00.000,0.04,0.63,3609,532,161,2164,28,15,72,0,0
2018-12-05,Partners,A,12,MQL,53,0,0,53,2018-12-14 21:00:00.000,0.00,0.00,3609,532,161,438,18,7,14,0,0
2018-12-05,Partners,B,12,MQL,126,0,0,126,2018-12-14 21:00:00.000,0.00,0.00,3609,532,161,584,21,8,19,0,0
2018-12-05,Partners,C,12,HR,2,1,0,2,2018-12-14 21:00:00.000,0.50,0.00,3609,532,161,729,28,10,24,0,0
2018-12-05,Partners,C,12,MQL,117,0,0,117,2018-12-14 21:00:00.000,0.00,0.00,3609,532,161,729,28,10,24,0,0
2018-12-05,Partners,D,12,HR,3,1,0,3,2018-12-14 21:00:00.000,0.33,0.00,3609,532,161,1168,3,1,38,0,0
2018-12-05,Partners,D,12,MQL,337,0,0,337,2018-12-15 06:36:22.000,0.00,0.00,3609,532,161,1168,3,1,38,0,0
